现代 ix25 2015款 2.0 自动 GLS智能型前驱,12.5,18.11,1.3万公里,2015-12,国4,2.0L/AT自动
大众 帕萨特 2011款 1.8T 自动 尊荣版,12.5,23.75,9.7万公里,2012-03,国4,1.8L/DCT双离合
别克 GL8 2011款 2.4 自动 LT行政型,12.9,26.92,9.2万公里,2012-08,国4,2.4L/AT自动
本田 奥德赛 2014款 2.4 自动 豪华版,16.8,27.87,7.7万公里,2013-12,国4,2.4L/AT自动
宝马 X5 2012款 3.0T 自动 35i典雅型,58.6,92.37,7.8万公里,2014-04,国4,3.0L/AT自动
大众 朗逸 2013款 1.6 自动 舒适版 改款,9.2,14.97,5.1万公里,2014-10,国4,1.6L/AT自动
丰田 汉兰达 2017款 2.0T 自动 豪华版7座四驱,30.8,32.33,1.9万公里,2017-06,国5,2.0L/AT自动
别克 英朗GT 2013款 1.6 手动 进取型,6.88,14.95,6.0万公里,2013-03,国4,1.6L/MT手动
奔驰 B级 2015款 1.6T 自动 B200动感型,21.9,28.44,1.4万公里,2017-01,国5,1.6L/DCT双离合
别克 凯越 2013款 1.5 手动 经典型,4.8,10.52,9.3万公里,2013-09,国4,1.5L/MT手动
奥迪 A3两厢 2016款 1.4T 自动 35TFSI领英型,17.9,22.71,1.8万公里,2016-12,国5,1.4L/DCT双离合
雪佛兰 迈锐宝 2012款 2.0 自动 舒适版,10.68,18.44,4.6万公里,2011-12,国4,2.0L/AT自动
雪佛兰 迈锐宝 2012款 2.0 自动 豪华版,10.6,19.53,6.4万公里,2013-04,国4,2.0L/AT自动
日产 天籁 2011款 2.0 自动 XL舒适版,9.5,21.69,11.9万公里,2011-08,国4,2.0L/CVT无级变速
宝马 5系GT 2014款 2.0T 自动 528i领先型,56.8,74.68,1.3万公里,2017-03,国5,2.0L/AT自动
奔驰 SLK级 2011款 1.8T 自动 SLK200豪华运动型,29.8,71.97,7.9万公里,2012-10,国4,1.8L/AT自动
奥迪 A1两厢三门版 2012款 1.4T 自动 TFSI Ego,13.8,27.12,7.4万公里,2013-03,国4,1.4L/DCT双离合
现代 瑞纳三厢 2016款 1.4 手动 GLS智能型,7.89,8.56,0.1万公里,2017-09,国5,1.4L/MT手动
大众 POLO两厢 2013款 1.4 手动 风尚版,5.3,9.32,6.3万公里,2013-11,国4,1.4L/MT手动
三菱 劲炫ASX 2013款 2.0 自动 尊贵版四驱,10.8,18.43,4.9万公里,2014-12,国5,2.0L/CVT无级变速
五菱汽车 宏光 2015款 1.5 手动 S1舒适型,5.5,6.93,2.0万公里,2015-10,国4,1.5L/MT手动
别克 英朗XT 2010款 1.6T 自动 时尚运动型,6.88,18.62,8.8万公里,2011-07,国4,1.6L/AT自动
凯迪拉克 XTS 2014款 2.0T 自动 28T舒适型,27.8,37.98,3.6万公里,2014-10,国5,2.0L/AT自动
凯迪拉克 XTS 2013款 2.0T 自动 28T舒适型,24.8,37.98,6.2万公里,2014-04,国4,2.0L/AT自动
奔驰 CLS级三厢 2012款 3.5 自动 CLS300,39.8,83.36,8.0万公里,2013-12,国4,3.5L/AT自动
奔驰 GLK级 2014款 2.0T 自动 GLK200标准型后驱,31.8,41.03,6.1万公里,2015-01,国5,2.0L/AT自动
奔驰 GLK级 2015款 3.0 自动 GLK300豪华型极致版,45.8,60.57,3.3万公里,2015-02,国5,3.0L/AT自动
大众 凌渡 2017款 1.4T 自动 230TSI风尚版,12.5,17.36,2.7万公里,2017-01,国5,1.4L/DCT双离合
宝骏 730 2014款 1.5 手动 舒适型7座,5.9,8.12,5.7万公里,2015-02,国4,1.5L/MT手动
日产 轩逸 2012款 1.6 手动 XE舒适版经典款,6.3,10.83,1.2万公里,2016-04,国5,1.6L/MT手动
日产 阳光 2015款 1.5 手动 XE舒适版,5.7,8.66,0.1万公里,2016-01,国5,1.5L/MT手动
日产 阳光 2015款 1.5 手动 XE舒适版,5.7,8.66,0.1万公里,2016-01,国5,1.5L/MT手动
日产 阳光 2015款 1.5 手动 XE舒适版,5.7,8.66,0.1万公里,2016-01,国5,1.5L/MT手动
福特 翼搏 2013款 1.5 自动 尊贵型,8.98,13.87,5.6万公里,2013-04,国4,1.5L/DCT双离合
奔驰 C级 2011款 1.6T 自动 C180K经典型,17.68,33.43,7.6万公里,2012-09,国4,1.6L/AT自动
宝马 3系 2014款 2.0T 自动 320i进取型,23.6,34.74,7.4万公里,2014-06,国5,2.0L/AT自动
福特 金牛座 2017款 2.0T 自动 EcoBoost245旗舰型,23.68,32.54,2.4万公里,2016-12,国5,2.0L/AT自动
奔驰 GLK级 2013款 3.0 自动 GLK300时尚型,27.98,52.65,8.1万公里,2012-11,国4,3.0L/AT自动
大众 宝来三厢 2013款 1.6 自动 时尚型,8.38,13.0,2.9万公里,2013-11,国4,1.6L/AT自动
雪佛兰 迈锐宝 2014款 2.0 自动 豪华版,12.98,20.29,8.0万公里,2015-01,国5,2.0L/AT自动
吉利汽车 全球鹰GX7 2012款 1.8 手动 行政版,4.8,11.5,4.8万公里,2013-03,国4,1.8L/MT手动
哈弗 哈弗H6 2015款 1.5T 手动 升级版精英型前驱,9.3,11.92,5.6万公里,2015-09,国4,1.5L/MT手动
别克 英朗GT 2016款 1.5 自动 15N进取型,8.6,13.01,1.4万公里,2016-10,国5,1.5L/AT自动
大众 朗逸 2013款 1.6 自动 风尚版 改款,8.3,13.56,2.7万公里,2015-06,国5,1.6L/AT自动
雪佛兰 科鲁兹三厢 2015款 1.5 自动 经典版SE,8.6,11.93,1.4万公里,2016-02,国5,1.5L/AT自动
奔驰 C级 2015款 2.0T 自动 C200L运动型,30.8,40.05,2.7万公里,2015-03,国5,2.0L/AT自动
别克 GL8 2015款 2.4 自动 豪华商务尊享版,23.6,33.64,5.1万公里,2015-09,国5,2.4L/AT自动
日产 天籁 2013款 2.0 自动 XL舒适版,16.2,20.17,2.5万公里,2016-05,国5,2.0L/CVT无级变速
大众 夏朗 2012款 2.0T 自动 标配版,17.38,34.08,11.5万公里,2012-10,国4,2.0L/DCT双离合
哈弗 哈弗H6 2014款 1.5T 手动 运动版精英型前驱,8.2,13.98,3.6万公里,2014-05,国4,1.5L/MT手动
标致 3008 2015款 1.6T 自动 潮流版,12.98,22.11,2.6万公里,2016-02,国5,1.6L/AT自动
奇瑞 风云2两厢 2015款 1.5 手动 新锐版,3.8,4.66,2.1万公里,2016-02,国5,1.5L/MT手动
别克 GL8 2013款 2.4 自动 行政版,13.3,26.92,5.3万公里,2013-09,国4,2.4L/AT自动
大众 朗逸 2013款 1.4T 自动 舒适版,8.8,16.05,5.3万公里,2013-03,国4,1.4L/DCT双离合
丰田 凯美瑞 2013款 2.0 自动 200G经典豪华版,13.5,21.04,4.1万公里,2015-04,国5,2.0L/AT自动
宝马 X1 2013款 2.0T 自动 20i运动设计套装后驱,22.8,41.9,8.2万公里,2014-06,国4,2.0L/AT自动
大众 途观 2012款 2.0T 自动 菁英版四驱,16.98,31.13,7.4万公里,2012-04,国4,2.0L/AT自动
宝马 5系 2013款 2.0T 自动 525Li领先型,30.3,49.89,8.2万公里,2013-04,国4,2.0L/AT自动
起亚 K5 2011款 2.0 自动 DLX,9.68,20.49,4.3万公里,2011-09,国4,2.0L/AT自动
宝马 X1 2014款 2.0T 自动 18i时尚型后驱,20.1,30.94,3.7万公里,2014-11,国5,2.0L/AT自动
本田 思域 2012款 1.8 自动 豪华版Vti,8.28,17.13,4.5万公里,2011-12,国4,1.8L/AT自动
日产 阳光 2015款 1.5 手动 XE舒适版,5.7,8.66,0.1万公里,2016-01,国5,1.5L/MT手动
日产 阳光 2015款 1.5 手动 XE舒适版,5.1,8.66,0.1万公里,2016-01,国5,1.5L/MT手动
保时捷 Cayman 2013款 2.7 自动,52.8,78.91,2.7万公里,2013-09,国5,2.7L/DCT双离合
保时捷 Cayman 2013款 2.7 自动,51.8,78.91,3.8万公里,2013-07,国5,2.7L/DCT双离合
中华 V5 2012款 1.6 自动 尊贵型前驱,5.8,15.83,8.6万公里,2012-04,国4,1.6L/AT自动
丰田 RAV4 2015款 2.0 自动 新锐版四驱,15.8,24.94,3.1万公里,2015-01,国5,2.0L/CVT无级变速
荣威 360 2015款 1.5 自动 豪华版,7.15,9.76,2.3万公里,2016-04,国5,1.5L/AT自动
大众 途安 2011款 1.4T 自动 智雅版5座,9.3,19.41,8.3万公里,2011-07,国4,1.4L/DCT双离合
别克 凯越 2011款 1.6 自动 LX,5.6,11.39,4.3万公里,2012-07,国4,1.6L/AT自动
五菱汽车 宏光 2014款 1.2 手动 基本型5-8座,3.5,4.75,5.6万公里,2014-05,国4,1.2L/MT手动
五菱汽车 宏光 2014款 1.2 手动 基本型5-8座,3.6,4.75,4.0万公里,2014-03,国4,1.2L/MT手动
北汽幻速 H3F 2016款 1.5 手动 尊贵型,5.8,7.36,2.3万公里,2016-07,国5,1.5L/MT手动
起亚 福瑞迪 2011款 1.6 自动 premium,4.98,13.33,9.6万公里,2010-11,国4,1.6L/AT自动
奔驰 C级 2010款 1.8T 自动 C200时尚型CGI,14.6,42.88,8.5万公里,2011-05,国4,1.8L/AT自动
福特 福克斯两厢 2013款 1.8 手动 经典基本型,5.6,10.83,3.9万公里,2013-11,国4,1.8L/MT手动
奥迪 A4L 2012款 1.8T 自动 TFSI舒适型,16.3,31.59,8.5万公里,2012-05,国4,1.8L/CVT无级变速
大众 速腾 2014款 1.6 自动 舒适型,9.2,16.37,6.0万公里,2013-09,国4,1.6L/AT自动
日产 天籁 2013款 2.0 自动 XL舒适版,14.3,20.17,4.2万公里,2014-07,国4,2.0L/CVT无级变速
大众 POLO两厢 2011款 1.6 自动 致尚版,6.2,12.15,5.8万公里,2011-01,国4,1.6L/AT自动
斯柯达 昕锐 2015款 1.6 手动 乐选版,5.6,9.22,1.0万公里,2015-05,国5,1.6L/MT手动
别克 GL8陆尊 2006款 3.0 自动 CT舒适型7座,8.58,31.26,14.9万公里,2010-10,国4,3.0L/AT自动
福特 全顺经典 2007款 2.8T 手动 普通型短轴中顶5-8座 柴油,6.58,18.21,6.7万公里,2011-05,国3,2.8L/MT手动
大众 桑塔纳 2015款 1.6 自动 舒适版,9.6,12.35,3.8万公里,2015-09,国4,1.6L/AT自动
别克 英朗GT 2013款 1.6 自动 时尚型,8.6,16.58,4.2万公里,2014-05,国4,1.6L/AT自动
丰田 锐志 2010款 2.5 自动 V风度菁英版,14.68,24.94,4.4万公里,2011-10,国4,2.5L/AT自动
日产 蓝鸟 2016款 1.6 自动 智酷版,11.68,14.32,3.6万公里,2016-06,国5,1.6L/CVT无级变速
大众 夏朗 2013款 1.8T 自动 标配版,17.38,28.83,17.9万公里,2014-06,国5,1.8L/DCT双离合
福特 福克斯三厢 2012款 1.6 手动 风尚型,7.3,14.43,3.1万公里,2014-11,国5,1.6L/MT手动
思铭 思铭 2012款 1.8 自动,7.99,13.0,2.8万公里,2014-05,国4,1.8L/AT自动
本田 奥德赛 2009款 2.4 自动 舒适型,12.6,24.94,13.0万公里,2011-01,国4,2.4L/AT自动
宝马 X1 2015款 2.0T 自动 18i时尚晋级版后驱,22.9,30.94,1.9万公里,2016-06,国5,2.0L/AT自动
奔驰 GLK级 2013款 3.0 自动 GLK300动感型,25.58,45.37,7.5万公里,2013-01,国4,3.0L/AT自动
本田 CR-V 2015款 2.4 自动 尊贵版四驱,22.68,27.12,2.8万公里,2015-04,国5,2.4L/CVT无级变速
大众 途安 2015款 1.4T 自动 舒适版5座,12.88,18.65,5.5万公里,2015-01,国5,1.4L/DCT双离合
日产 天籁 2011款 2.0 自动 XL舒适版,10.9,21.69,10.3万公里,2012-02,国4,2.0L/CVT无级变速
本田 CR-V 2010款 2.4 自动 VTi尊贵型四驱,12.88,27.44,12.5万公里,2011-03,国4,2.4L/AT自动
标致 308 2013款 1.6 手动 优尚型,5.2,11.5,13.0万公里,2013-09,国4,1.6L/MT手动
福特 福克斯三厢 2012款 1.6 自动 舒适型,7.3,14.21,6.3万公里,2013-03,国4,1.6L/DCT双离合
东南 V5菱致 2012款 1.5 自动 旗舰型,4.8,10.72,9.8万公里,2013-04,国4,1.5L/CVT无级变速
丰田 花冠 2013款 1.6 自动 豪华型,8.0,12.35,4.6万公里,2014-04,国4,1.6L/AT自动
哈弗 哈弗H6 2015款 1.5T 手动 升级版精英型前驱,8.0,11.92,2.9万公里,2015-05,国4,1.5L/MT手动
丰田 卡罗拉 2011款 1.6 自动 GL,6.8,14.31,12.1万公里,2011-08,国4,1.6L/AT自动
铃木 雨燕 2011款 1.5 自动 运动版,4.1,9.96,11.2万公里,2010-12,国4,1.5L/AT自动
现代 朗动 2012款 1.6 手动 GLX领先型,7.0,12.57,6.7万公里,2014-08,国4,1.6L/MT手动
大众 速腾 2017款 1.6 自动 舒适型,12.18,16.37,1.9万公里,2016-12,国5,1.6L/AT自动
荣威 550 2012款 1.8 自动 S启臻版,6.7,16.26,10.5万公里,2013-04,国4,1.8L/AT自动
别克 英朗GT 2010款 1.6 自动 时尚型,6.8,16.58,2.0万公里,2011-07,国4,1.6L/AT自动
雪佛兰 科鲁兹三厢 2013款 1.8 自动 SE,8.1,14.86,7.0万公里,2014-08,国4,1.8L/AT自动
起亚 K2三厢 2015款 1.4 自动 GLS,6.98,9.32,1.6万公里,2016-07,国5,1.4L/AT自动
别克 英朗XT 2012款 1.6 自动 时尚型,6.48,16.27,10.0万公里,2010-12,国4,1.6L/AT自动
现代 雅尊 2011款 2.4 自动 豪华型,15.68,28.31,7.2万公里,2014-09,国4,2.4L/AT自动
吉利汽车 博越 2016款 1.8T 自动 智尊型前驱,13.88,16.15,1.1万公里,2016-07,国5,1.8L/AT自动
凯迪拉克 XTS 2015款 2.0T 自动 28T舒适型,22.5,37.98,3.5万公里,2015-09,国5,2.0L/AT自动
福特 蒙迪欧 2013款 2.0T 自动 GTDi200豪华型,14.68,24.18,3.7万公里,2013-12,国4,2.0L/AT自动
纳智捷 大7-SUV 2012款 2.2T 自动 锋芒限量智尊型四驱,10.98,26.95,9.2万公里,2012-04,国4,2.2L/AT自动
奔驰 GLK级 2011款 3.0 自动 GLK300豪华型,21.6,67.08,9.5万公里,2011-01,国4,3.0L/AT自动
宝马 5系 2013款 2.0T 自动 525Li豪华型,30.98,53.69,6.6万公里,2013-07,国4,2.0L/AT自动
铃木 奥拓 2013款 1.0 自动 豪华型,5.5,6.5,0.7万公里,2016-03,国5,1.0L/AT自动
斯柯达 晶锐 2011款 1.4 手动 晶致版,3.6,8.56,4.6万公里,2011-04,国4,1.4L/MT手动
雪佛兰 景程 2011款 1.8 自动 SE舒适版,4.5,15.19,11.4万公里,2010-12,国4,1.8L/AT自动
现代 索纳塔 2013款 2.4 自动 GLS领先版 国IV,12.6,21.7,5.6万公里,2014-04,国4,2.4L/AT自动
雪佛兰 科鲁兹三厢 2009款 1.6 手动 SL,4.2,11.82,8.3万公里,2011-06,国4,1.6L/MT手动
大众 朗逸 2013款 1.6 手动 风尚版,6.5,12.25,4.2万公里,2012-09,国4,1.6L/MT手动
别克 英朗GT 2013款 1.6 手动 进取型,7.2,14.95,4.8万公里,2013-02,国4,1.6L/MT手动
大众 CC 2010款 2.0T 自动 豪华型,15.8,30.15,11.5万公里,2011-09,国4,2.0L/DCT双离合
大众 朗逸 2013款 1.6 自动 风尚版 改款,9.38,13.56,0.9万公里,2016-07,国5,1.6L/AT自动
大众 桑塔纳 2013款 1.6 自动 舒适版,7.8,12.35,3.1万公里,2013-05,国4,1.6L/AT自动
雪佛兰 科鲁兹三厢 2013款 1.6 手动 SE WTCC版,7.38,13.45,4.6万公里,2014-02,国4,1.6L/MT手动
吉利汽车 全球鹰GX7 2014款 2.0 自动 尊贵型,6.98,13.01,5.5万公里,2014-08,国4,2.0L/AT自动
东风风行 景逸X5 2013款 1.6 手动 尊享型 国IV,5.58,9.43,5.8万公里,2014-12,国4,1.6L/MT手动
福特 福克斯两厢 2012款 2.0 自动 豪华运动型,8.88,17.68,6.9万公里,2012-10,国4,2.0L/DCT双离合
奥迪 A6L 2016款 2.5 自动 30FSI舒适型,35.6,50.85,4.6万公里,2016-07,国5,2.5L/CVT无级变速
奔驰 C级 2015款 2.0T 自动 C200L 改款,31.9,38.4,3.0万公里,2015-07,国5,2.0L/AT自动
雪佛兰 科鲁兹三厢 2015款 1.5 手动 经典版SL,6.8,9.76,2.9万公里,2016-03,国5,1.5L/MT手动
丰田 RAV4 2015款 2.0 自动 新锐版四驱,19.6,24.94,0.8万公里,2016-06,国5,2.0L/CVT无级变速
福特 嘉年华两厢 2011款 1.5 自动 运动型,5.98,11.93,6.0万公里,2012-02,国4,1.5L/AT自动
福特 蒙迪欧 2013款 2.0T 自动 GTDi200豪华型,20.8,24.18,0.4万公里,2016-02,国5,2.0L/AT自动
福特 金牛座 2015款 2.7T 自动 EcoBoost325时尚型,26.38,32.43,0.5万公里,2015-12,国5,2.7L/AT自动
沃尔沃 V40 2015款 1.6T 自动 智逸版,17.98,28.86,2.7万公里,2015-05,国5,1.6L/DCT双离合
福特 翼虎 2017款 2.0T 自动 EcoBoost245尊翼型四驱,22.98,29.39,0.3万公里,2016-09,国5,2.0L/AT自动
福特 嘉年华三厢 2011款 1.5 手动 时尚型,3.98,9.76,6.2万公里,2012-04,国4,1.5L/MT手动
斯柯达 昊锐 2009款 1.8T 自动 贵雅版,8.8,23.44,7.3万公里,2010-12,国4,1.8L/AT自动
现代 途胜 2015款 1.6T 自动 智能型前驱,14.8,19.53,2.6万公里,2015-10,国4,1.6L/DCT双离合
马自达 马自达6 2012款 2.0 自动 时尚型,7.9,19.52,6.9万公里,2012-07,国4,2.0L/AT自动
雪佛兰 科鲁兹三厢 2013款 1.6 手动 SE WTCC版,6.9,13.45,8.9万公里,2014-05,国4,1.6L/MT手动
日产 逍客 2016款 2.0 自动 豪华版,15.1,18.21,2.8万公里,2016-07,国5,2.0L/CVT无级变速
宝马 3系 2014款 2.0T 自动 320Li时尚型,26.1,38.95,5.0万公里,2015-02,国5,2.0L/AT自动
丰田 普拉多 2014款 2.7 自动 标准版,36.8,48.95,5.7万公里,2014-01,国4,2.7L/AT自动
大众 迈腾 2015款 1.8T 自动 领先型,15.98,23.86,10.3万公里,2015-02,国5,1.8L/DCT双离合
宝马 X1 2013款 2.0 自动 18i时尚型后驱,17.3,30.94,11.6万公里,2013-01,国4,2.0L/AT自动
大众 甲壳虫 2013款 1.4T 自动 时尚型,13.8,24.84,3.0万公里,2013-02,国5,1.4L/DCT双离合
众泰 T600 2015款 1.5T 手动 精英型,6.88,8.66,1.3万公里,2016-04,国5,1.5L/MT手动
别克 GL8 2012款 2.4 自动 BASE舒适版,12.8,22.69,13.5万公里,2013-01,国4,2.4L/AT自动
起亚 K2三厢 2011款 1.4 自动 GLS,5.1,9.32,4.5万公里,2014-07,国4,1.4L/AT自动
现代 朗动 2012款 1.6 自动 GS时尚型,7.3,12.57,8.4万公里,2014-04,国4,1.6L/AT自动
江淮 瑞风M3 2015款 1.6 手动 豪华型,5.38,7.58,3.4万公里,2015-04,国4,1.6L/MT手动
哈弗 哈弗H6 2013款 1.5T 手动 尊贵型四驱,7.88,13.87,5.5万公里,2013-05,国4,1.5L/MT手动
现代 索纳塔 2011款 2.0 自动 GLX豪华版,11.8,20.61,12.0万公里,2012-02,国4,2.0L/AT自动
现代 朗动 2012款 1.6 自动 GS时尚型,8.0,12.57,3.2万公里,2014-07,国4,1.6L/AT自动
斯柯达 明锐 2014款 1.6 自动 逸杰版,9.0,15.04,5.2万公里,2014-03,国4,1.6L/AT自动
别克 英朗GT 2013款 1.6 自动 时尚型,8.8,16.58,3.5万公里,2014-01,国4,1.6L/AT自动
菲亚特 菲翔 2015款 1.4T 自动 悦享版,9.38,12.46,0.4万公里,2016-03,国5,1.4L/DCT双离合
福特 蒙迪欧 2011款 2.3 自动 致胜豪华型,8.6,21.14,12.0万公里,2012-05,国4,2.3L/AT自动
别克 君越 2012款 2.4 自动 SIDI雅致版,12.38,25.61,7.3万公里,2013-12,国4,2.4L/AT自动
凯迪拉克 ATS-L 2014款 2.0T 自动 25T舒适型,20.4,31.35,3.7万公里,2015-12,国5,2.0L/AT自动
大众 宝来三厢 2013款 1.6 自动 时尚型,7.98,13.0,7.0万公里,2013-10,国4,1.6L/AT自动
标致 308 2014款 1.6 自动 乐享版优尚型,7.68,12.58,1.6万公里,2015-10,国5,1.6L/AT自动
奥迪 A4L 2016款 2.0T 自动 35TFSI标准型典藏版,26.8,33.95,3.9万公里,2016-04,国5,2.0L/CVT无级变速
